Wall time,Step,Value
1741888658.663328,1677312,1345.9000244140625
1741888737.9978828,1712128,1018.5399780273438
1741888756.7021093,1720320,864.510009765625
1741888765.8404322,1724416,869.4000244140625
1741888788.9354968,1734656,901.469970703125
1741888898.6167908,1783808,924.1400146484375
1741888907.7839086,1787904,933.6199951171875
1741888931.153779,1798144,912.9400024414062
1741888940.4886823,1802240,914.8800048828125
1741888958.5275774,1810432,907.1900024414062
1741888967.5598612,1814528,907.1900024414062
1741889004.249753,1830912,1049.02001953125
1741889031.7955205,1843200,1109.1600341796875
1741889050.9469652,1851392,1183.81005859375
1741889083.4050903,1865728,1189.0799560546875
1741889092.7736173,1869824,1151.93994140625
1741889120.5655305,1882112,973.1400146484375
1741889129.8368695,1886208,998.4400024414062
1741889143.7331188,1892352,1000.739990234375
1741889148.308851,1894400,1021.510009765625
1741889157.5135078,1898496,1022.5700073242188
1741889194.2921603,1914880,1095.550048828125
1741889198.773726,1916928,1100.0699462890625
1741889212.409141,1923072,1057.760009765625
1741889244.447947,1937408,870.3900146484375
1741889257.9221234,1943552,819.760009765625
1741889298.598137,1961984,875.8800048828125
1741889316.7265904,1970176,911.7899780273438
1741889330.1564512,1976320,912.9299926757812
1741889334.7015204,1978368,920.4099731445312
1741889375.9724016,1996800,957.3900146484375
1741889380.5806708,1998848,958.9299926757812
1741889399.2090025,2007040,955.4500122070312
1741889403.9664173,2009088,946.8499755859375
1741889408.5995727,2011136,952.6300048828125
1741889413.3590972,2013184,954.739990234375
1741889431.7755857,2021376,957.2999877929688
1741889436.3578,2023424,952.8499755859375
1741889450.256747,2029568,965.030029296875
1741889454.8788252,2031616,970.030029296875
1741889491.5131493,2048000,920.8599853515625
1741889509.880265,2056192,941.4400024414062
1741889518.8679307,2060288,948.8800048828125
1741889528.101358,2064384,922.97998046875
1741889532.702774,2066432,894.9500122070312
1741889574.1788652,2084864,741.5800170898438
1741889588.034689,2091008,745.9500122070312
1741889624.7396975,2107392,785.239990234375
1741889633.8572278,2111488,797.5599975585938
1741889652.2819862,2119680,798.77001953125
1741889656.8688118,2121728,812.8499755859375
1741889679.595119,2131968,864.8099975585938
1741889711.3452725,2146304,858.5
1741889762.5663395,2168832,929.260009765625
1741889771.98019,2172928,937.4099731445312
1741889799.858273,2185216,937.27001953125
1741889813.7948046,2191360,891.97998046875
1741889823.217295,2195456,811.8400268554688
1741889842.025241,2203648,863.0900268554688
1741889860.2117474,2211840,795.0599975585938
1741889869.4421103,2215936,778.6900024414062
1741889892.3456635,2226176,755.75
1741889896.8458254,2228224,768.4099731445312
1741889901.3332329,2230272,776.0599975585938
1741889937.4374104,2246656,807.5599975585938
1741889964.5146637,2258944,835.9099731445312
1741889982.6240838,2267136,829.9000244140625
1741889987.2313476,2269184,823.510009765625
1741889991.9075453,2271232,819.510009765625
1741890033.5384696,2289664,822.5499877929688
1741890056.2099187,2299904,875.1099853515625
1741890120.4117029,2328576,897.1199951171875
1741890129.8899014,2332672,900.5900268554688
1741890222.2583346,2373632,931.5700073242188
1741890226.7911322,2375680,932.2000122070312
1741890245.4374824,2383872,921.6199951171875
1741890250.1067028,2385920,915.8400268554688
1741890254.646026,2387968,912.3099975585938
1741890336.859623,2424832,830.8900146484375
1741890359.7110925,2435072,834.2100219726562
1741890391.8735752,2449408,868.4099731445312
1741890396.515711,2451456,829.22998046875
1741890423.9112742,2463744,821.1699829101562
1741890433.2409728,2467840,807.0900268554688
1741890456.2395058,2478080,865.0999755859375
1741890465.4021614,2482176,879.7100219726562
1741890474.8045108,2486272,870.4099731445312
1741890493.3857815,2494464,849.6300048828125
1741890579.0777762,2531328,1037.3800048828125
1741890588.7540033,2535424,1037.0799560546875
1741890598.2939427,2539520,1045.6199951171875
1741890636.627148,2555904,1094.030029296875
1741890651.2387562,2562048,1090.5699462890625
1741890689.6753867,2578432,1152.8900146484375
1741890704.2937396,2584576,1176.9100341796875
1741890718.688139,2590720,1103.8699951171875
1741890781.5824268,2617344,1295.9599609375
1741890815.1027005,2631680,1133.449951171875
1741890843.72111,2643968,1146.0699462890625
1741890862.830668,2652160,1173.3900146484375
1741890872.3419595,2656256,1170.1300048828125
1741890877.0819035,2658304,1101.6800537109375
1741890905.8652673,2670592,1112.6500244140625
1741890953.850645,2691072,967.9000244140625
1741890977.9467268,2701312,856.8200073242188
1741890982.7163699,2703360,860.4099731445312
1741890997.2828796,2709504,798.3499755859375
1741891026.707901,2721792,764.1699829101562
1741891036.4340978,2725888,766.239990234375
1741891050.8524032,2732032,751.3400268554688
1741891065.30757,2738176,775.3499755859375
1741891079.7874358,2744320,791.6300048828125
1741891084.6465042,2746368,785.9099731445312
1741891171.2076278,2783232,913.8200073242188
1741891243.5916793,2813952,977.030029296875
1741891315.7638743,2844672,1070.550048828125
1741891329.8312924,2850816,1074.1700439453125
1741891334.5963273,2852864,1074.1700439453125
1741891344.6073048,2856960,1124.9000244140625
1741891349.3921075,2859008,1124.9000244140625
1741891451.409008,2902016,1124.5400390625
1741891456.2713256,2904064,1130.719970703125
1741891480.6819863,2914304,1145.1800537109375
1741891494.8866382,2920448,1140.239990234375
1741891514.3968558,2928640,1210.4200439453125
1741891524.1257627,2932736,1249.1400146484375
1741891543.20193,2940928,1247.1199951171875
1741891562.7166533,2949120,1299.1700439453125
1741891582.1704853,2957312,1256.2900390625
1741891703.7024996,3008512,982.760009765625
1741891708.645311,3010560,957.4500122070312
1741891762.0956068,3033088,761.4199829101562
1741891800.894128,3049472,585.75
1741891805.7958372,3051520,589.010009765625
1741891820.356534,3057664,611.1699829101562
1741891830.1138027,3061760,652.739990234375
1741891834.942917,3063808,652.739990234375
1741891878.1357765,3082240,780.52001953125
1741891912.139259,3096576,875.5
1741891984.5569215,3127296,1007.6799926757812
1741891989.3432362,3129344,1015.6099853515625
1741892003.6780632,3135488,1026.8599853515625
1741892036.798142,3149824,1039.260009765625
1741892094.9773421,3174400,972.7899780273438
1741892119.2970243,3184640,963.22998046875
1741892124.0710633,3186688,965.22998046875
1741892133.6889799,3190784,976.010009765625
1741892167.8660917,3205120,888.530029296875
1741892201.638944,3219456,871.5999755859375
1741892206.4562137,3221504,860.7000122070312
1741892249.4668207,3239936,772.760009765625
1741892268.6358542,3248128,761.719970703125
1741892278.300146,3252224,768.1900024414062
1741892297.607031,3260416,729.9400024414062
1741892341.2435606,3278848,712.4199829101562
1741892374.8152194,3293184,724.010009765625
1741892379.6000082,3295232,735.2000122070312
1741892403.7969732,3305472,759.5900268554688
1741892442.3150215,3321856,795.0499877929688
1741892485.6586313,3340288,796.0
1741892490.4488478,3342336,801.3400268554688
1741892509.578229,3350528,798.7100219726562
1741892533.9537354,3360768,800.719970703125
1741892548.5242908,3366912,789.4199829101562
1741892558.041195,3371008,815.9099731445312
1741892572.324548,3377152,770.1400146484375
1741892586.637103,3383296,753.6300048828125
1741892605.8694754,3391488,770.1300048828125
1741892644.4394267,3407872,816.7899780273438
1741892683.2107913,3424256,828.6500244140625
1741892702.4271836,3432448,834.77001953125
1741892716.9744632,3438592,855.8300170898438
1741892721.8642442,3440640,853.97998046875
1741892750.7562027,3452928,879.4299926757812
1741892755.4745975,3454976,885.7100219726562
1741892793.5947149,3471360,934.77001953125
1741892812.8453836,3479552,949.989990234375
1741892817.6746533,3481600,960.280029296875
1741892822.5441842,3483648,969.010009765625
1741892832.2369158,3487744,962.9199829101562
1741892846.897373,3493888,974.469970703125
1741892880.6898155,3508224,966.8300170898438
1741892885.4656508,3510272,968.4099731445312
1741892924.101458,3526656,1015.8099975585938
1741892928.914878,3528704,1009.260009765625
1741892971.908947,3547136,1022.4199829101562
1741892991.1666987,3555328,1033.260009765625
1741893000.7577727,3559424,1038.300048828125
1741893005.528023,3561472,1039.239990234375
1741893015.279579,3565568,1012.4400024414062
1741893039.6780853,3575808,1089.050048828125
1741893044.6258864,3577856,1076.8599853515625
1741893054.4584622,3581952,1049.8599853515625
1741893059.2811043,3584000,1042.3399658203125
1741893064.0934741,3586048,1042.3399658203125
1741893088.5997336,3596288,1096.97998046875
1741893155.1696355,3624960,1137.06005859375
1741893198.747888,3643392,1088.9200439453125
1741893228.0137327,3655680,1111.949951171875
1741893261.7147763,3670016,1114.030029296875
1741893266.508937,3672064,1114.030029296875
1741893309.79315,3690496,1125.6700439453125
1741893343.34841,3704832,1081.719970703125
1741893386.3869104,3723264,1032.719970703125
1741893400.5158591,3729408,1025.3900146484375
1741893433.7680619,3743744,1012.1099853515625
1741893443.394354,3747840,995.0900268554688
1741893462.6622288,3756032,972.8200073242188
1741893510.4006941,3776512,919.719970703125
1741893515.2017565,3778560,921.0999755859375
1741893529.5761583,3784704,928.1300048828125
1741893553.5264518,3794944,937.8900146484375
1741893572.8982098,3803136,942.22998046875
1741893635.5971413,3829760,914.5900268554688
1741893645.250754,3833856,923.3699951171875
1741893649.989794,3835904,925.1099853515625
1741893678.758854,3848192,941.1900024414062
1741893683.5096807,3850240,952.8200073242188
1741893688.2766323,3852288,955.0599975585938
1741893697.7994678,3856384,944.2100219726562
1741893765.0762303,3885056,909.8699951171875
1741893851.7721603,3921920,903.4500122070312
1741893880.5780897,3934208,917.22998046875
1741893914.3094232,3948544,908.6500244140625
1741893943.143879,3960832,941.010009765625
1741893962.4071379,3969024,957.469970703125
1741893972.0039604,3973120,967.010009765625
1741893981.596835,3977216,965.6799926757812
1741894010.5511959,3989504,979.5
1741894024.9010165,3995648,982.4299926757812
1741894034.3176706,3999744,994.9500122070312
1741894048.96833,4005888,1072.780029296875
1741894063.3664207,4012032,1072.780029296875
1741894078.0488677,4018176,1139.6099853515625
1741894122.2290668,4036608,1281.1800537109375
1741894131.8033452,4040704,1288.1300048828125
1741894190.4587388,4065280,1502.5400390625
1741894195.4787009,4067328,1502.5400390625
1741894200.4469016,4069376,1502.5400390625
1741894269.4202511,4098048,1701.4100341796875
1741894289.5140736,4106240,1807.56005859375
1741894309.3205168,4114432,1763.6700439453125
1741894328.807426,4122624,1760.6700439453125
1741894333.7718065,4124672,1807.550048828125
1741894348.700938,4130816,1784.760009765625
1741894358.7195845,4134912,1792.3599853515625
1741894368.6291385,4139008,1762.47998046875
1741894407.2409005,4155392,1794.4000244140625
1741894416.8110783,4159488,1794.4000244140625
1741894431.470979,4165632,1816.0
1741894445.961758,4171776,1849.6600341796875
1741894460.3690143,4177920,1849.6600341796875
1741894470.4252338,4182016,1933.699951171875
1741894485.0430553,4188160,1919.9100341796875
1741894499.4145608,4194304,1843.739990234375
1741894578.081929,4227072,1847.72998046875
1741894612.8913152,4241408,1670.9300537109375
1741894637.8044503,4251648,1659.780029296875
1741894642.8304665,4253696,1534.8499755859375
1741894647.8122587,4255744,1488.760009765625
1741894657.757196,4259840,1503.93994140625
1741894662.745439,4261888,1510.43994140625
1741894672.7369235,4265984,1504.739990234375
1741894682.3851883,4270080,1504.739990234375
1741894701.81407,4278272,1497.4100341796875
1741894721.2939005,4286464,1528.5899658203125
1741894745.1165524,4296704,1571.0400390625
1741894754.7688477,4300800,1569.0999755859375
1741894788.4287128,4315136,1421.989990234375
1741894798.0198963,4319232,1442.3399658203125
1741894802.8837771,4321280,1442.3399658203125
1741894827.612583,4331520,1437.5400390625
1741894846.935296,4339712,1386.5400390625
1741894871.1674855,4349952,1102.9599609375
1741894880.8002794,4354048,1125.6199951171875
1741894885.632613,4356096,1130.9000244140625
1741894933.415691,4376576,1041.0999755859375
1741894938.1698754,4378624,1049.050048828125
1741894957.0938892,4386816,1068.5
1741894971.350779,4392960,1026.760009765625
1741894985.682786,4399104,1018.0499877929688
1741894990.4189537,4401152,1023.3599853515625
1741895004.7535763,4407296,1021.3499755859375
1741895009.541049,4409344,1015.2999877929688
1741895019.286339,4413440,1015.489990234375
1741895043.4016593,4423680,940.8300170898438
1741895048.2743585,4425728,940.8300170898438
1741895081.8081744,4440064,982.4500122070312
1741895086.5852726,4442112,980.8099975585938
1741895105.5256073,4450304,980.3800048828125
1741895114.8659403,4454400,974.489990234375
1741895124.3727765,4458496,980.77001953125
1741895143.3883948,4466688,984.719970703125
1741895192.1154702,4487168,1043.43994140625
1741895201.964805,4491264,1049.93994140625
1741895211.7467175,4495360,1056.239990234375
1741895216.6236434,4497408,1057.9300537109375
1741895235.9922476,4505600,1068.4599609375
1741895250.47498,4511744,1090.989990234375
1741895288.948281,4528128,1072.25
1741895308.425848,4536320,1023.1900024414062
1741895375.9027913,4564992,1018.739990234375
1741895395.837159,4573184,1087.5899658203125
1741895406.0467641,4577280,1156.449951171875
1741895430.79746,4587520,1224.0999755859375
1741895435.7408514,4589568,1224.0999755859375
1741895445.895546,4593664,1297.1300048828125
1741895455.7736433,4597760,1297.1300048828125
1741895460.7423325,4599808,1297.1300048828125
1741895470.8276894,4603904,1366.3399658203125
1741895480.6830597,4608000,1392.800048828125
1741895485.6441994,4610048,1392.800048828125
1741895521.0307543,4624384,1541.6600341796875
1741895536.15995,4630528,1612.1500244140625
1741895561.321596,4640768,1701.1199951171875
1741895621.6720996,4665344,1763.18994140625
1741895641.5443382,4673536,1830.9200439453125
1741895656.5496142,4679680,1924.8599853515625
1741895707.1798236,4700160,2091.93994140625
1741895737.7407207,4712448,2185.050048828125
1741895742.8462844,4714496,2185.050048828125
1741895752.989314,4718592,2254.47998046875
1741895768.1406574,4724736,2260.0
1741895783.495595,4730880,2330.8701171875
1741895788.5700681,4732928,2330.8701171875
1741895793.7090607,4734976,2330.8701171875
1741895844.926036,4755456,2517.5400390625
1741895849.970436,4757504,2517.5400390625
1741895855.039415,4759552,2517.5400390625
1741895865.385211,4763648,2591.989990234375
1741895926.6708138,4788224,2793.159912109375
1741895931.7851415,4790272,2793.159912109375
1741895936.8578577,4792320,2793.159912109375
1741895941.9838078,4794368,2869.39990234375
1741895983.4741662,4810752,3012.139892578125
1741896029.806923,4829184,3124.56005859375
1741896118.385086,4864000,3355.31005859375
1741896190.9276946,4892672,3557.010009765625
1741896211.8398528,4900864,3619.47998046875
1741896217.1866527,4902912,3677.110107421875
1741896227.5816193,4907008,3677.110107421875
1741896269.4375641,4923392,3809.260009765625
1741896279.9999526,4927488,3886.929931640625
1741896300.9191723,4935680,3957.1201171875
1741896352.0219648,4956160,4018.659912109375
1741896392.558814,4972544,3059.610107421875
1741896397.5394077,4974592,2892.909912109375
1741896452.7324917,4997120,1352.8299560546875
1741896492.7713776,5013504,1105.93994140625
1741896522.499114,5025792,851.969970703125
1741896527.480771,5027840,785.8599853515625
1741896537.3509388,5031936,785.9000244140625
1741896547.2369957,5036032,767.75
1741896572.1164837,5046272,870.02001953125
1741896666.6584737,5085184,905.6099853515625
1741896696.4605694,5097472,929.4099731445312
1741896701.3568714,5099520,929.4099731445312
1741896750.5715396,5120000,913.9299926757812
1741896760.3964229,5124096,912.5900268554688
1741896774.9842157,5130240,916.2100219726562
1741896779.7876065,5132288,916.2100219726562
1741896784.6756902,5134336,916.2100219726562
1741896834.166206,5154816,1004.72998046875
1741896839.1835926,5156864,1076.9000244140625
1741896853.8032181,5163008,1082.800048828125
1741896883.6159663,5175296,1161.02001953125
1741896908.0539756,5185536,1164.2099609375
1741896917.7715642,5189632,1238.52001953125
1741896927.624492,5193728,1238.3299560546875
1741896937.2897503,5197824,1238.3299560546875
1741896981.9965155,5216256,1198.4300537109375
1741897001.596599,5224448,1191.1600341796875
1741897021.4930744,5232640,1202.0400390625
1741897031.3390422,5236736,1198.8399658203125
1741897046.1437721,5242880,1195.300048828125
1741897090.9577334,5261312,1137.550048828125
1741897095.9022892,5263360,1058.6400146484375
1741897115.2927418,5271552,1061.93994140625
1741897145.1376863,5283840,1129.1700439453125
1741897155.0943172,5287936,986.1599731445312
1741897214.2581503,5312512,948.3900146484375
1741897219.0373843,5314560,948.3900146484375
1741897223.8233745,5316608,948.3900146484375
1741897228.906545,5318656,975.3300170898438
1741897243.6999726,5324800,1029.1500244140625
1741897263.1575732,5332992,1018.75
1741897292.4152095,5345280,1075.8800048828125
1741897297.1176045,5347328,1075.8800048828125
1741897311.8115768,5353472,1126.449951171875
1741897351.079882,5369856,1073.8599853515625
1741897375.8639286,5380096,928.27001953125
1741897390.525165,5386240,947.0800170898438
1741897405.2200382,5392384,936.5800170898438
1741897410.0947323,5394432,932.1099853515625
1741897439.6585448,5406720,968.0700073242188
1741897449.382479,5410816,857.52001953125
1741897478.5184505,5423104,820.8200073242188
1741897493.1763449,5429248,803.2100219726562
1741897507.7805731,5435392,804.3499755859375
1741897512.6010005,5437440,800.8400268554688
1741897531.870171,5445632,793.9600219726562
1741897624.50517,5484544,889.0800170898438
1741897643.72289,5492736,860.75
1741897653.4577768,5496832,866.0
1741897677.4739518,5507072,894.9600219726562
1741897701.7154589,5517312,857.1199951171875
1741897764.9478247,5543936,852.969970703125
1741897784.9120736,5552128,828.7000122070312
1741897799.5132139,5558272,826.530029296875
1741897871.745625,5588992,1013.0
1741897925.087235,5611520,1018.9000244140625
1741897929.884291,5613568,1024.6400146484375
1741897944.4030044,5619712,1023.3900146484375
1741897973.9220603,5632000,1026.4100341796875
1741898007.5364103,5646336,1126.050048828125
1741898012.3100414,5648384,1123.5400390625
1741898017.049345,5650432,1123.5400390625
1741898021.7129977,5652480,1123.5400390625
1741898026.4899979,5654528,1123.5400390625
1741898031.406282,5656576,1193.6700439453125
1741898070.3792956,5672960,1226.2900390625
1741898182.409429,5720064,1019.3900146484375
1741898187.2499812,5722112,1019.3900146484375
1741898192.1062765,5724160,1019.3900146484375
1741898226.1099854,5738496,941.5800170898438
1741898279.6109881,5761024,897.1099853515625
1741898289.1737108,5765120,905.25
1741898347.3248053,5789696,942.22998046875
1741898352.5250638,5791744,1020.6599731445312
1741898366.9641037,5797888,1023.8900146484375
1741898376.488165,5801984,1023.8900146484375
1741898381.2957323,5804032,1023.8900146484375
1741898391.2236104,5808128,1099.949951171875
1741898483.41685,5847040,1247.6400146484375
1741898508.0275478,5857280,1292.3299560546875
1741898522.4533293,5863424,1310.239990234375
1741898537.096717,5869568,1341.2900390625
1741898580.9949586,5888000,1326.8599853515625
1741898585.803944,5890048,1326.8599853515625
1741898615.3334134,5902336,1425.2900390625
1741898624.9054523,5906432,1377.489990234375
1741898629.714964,5908480,1368.1199951171875
1741898658.219216,5920768,1395.050048828125
1741898672.9086735,5926912,1462.199951171875
1741898677.62932,5928960,1462.199951171875
1741898702.128938,5939200,1459.510009765625
1741898711.6044188,5943296,1480.699951171875
1741898721.28827,5947392,1388.6199951171875
1741898735.8114283,5953536,1288.5999755859375
1741898779.7344542,5971968,1443.260009765625
1741898804.6023858,5982208,1481.3199462890625
1741898814.3266778,5986304,1484.3199462890625
1741898819.0908957,5988352,1484.3199462890625
1741898823.9797122,5990400,1484.3199462890625
1741898878.0598083,6012928,1465.97998046875
1741898926.5594387,6033408,1596.68994140625
1741898964.9538221,6049792,1446.5699462890625
1741899047.8220124,6084608,1417.030029296875
1741899082.128154,6098944,1381.6400146484375
1741899086.9455152,6100992,1381.6400146484375
1741899101.3237205,6107136,1455.0899658203125
1741899149.7161763,6127616,1277.239990234375
1741899178.726867,6139904,1355.510009765625
1741899197.705949,6148096,1389.0799560546875
1741899221.7868686,6158336,1216.030029296875
1741899231.4165378,6162432,1224.9100341796875
1741899240.9552746,6166528,1233.239990234375
1741899250.6632843,6170624,1257.0699462890625
1741899260.2588809,6174720,1271.739990234375
1741899279.637331,6182912,1282.72998046875
1741899284.438209,6184960,1132.9100341796875
1741899298.8858585,6191104,1144.75
1741899327.8733208,6203392,1141.239990234375
1741899337.5159411,6207488,1153.27001953125
1741899352.0490217,6213632,1167.4599609375
1741899391.0978246,6230016,1200.1400146484375
1741899400.888405,6234112,1100.8299560546875
1741899405.759867,6236160,1089.9599609375
1741899410.5491467,6238208,1010.5800170898438
1741899448.7563903,6254592,977.3900146484375
1741899521.2736087,6285312,978.6599731445312
1741899530.9560697,6289408,994.739990234375
1741899540.6175842,6293504,994.8200073242188
1741899550.12147,6297600,998.9000244140625
1741899559.9411845,6301696,1051.219970703125
1741899603.2799783,6320128,1081.2900390625
1741899622.360363,6328320,1010.3099975585938
1741899684.581498,6354944,1042.719970703125
1741899703.8368528,6363136,1049.68994140625
1741899795.1720812,6402048,1017.8900146484375
1741899867.8854167,6432768,1072.0799560546875
1741899872.810229,6434816,1072.5899658203125
1741899901.628916,6447104,1051.1199951171875
1741899906.4223187,6449152,1049.31005859375
1741899915.9979665,6453248,1054.449951171875
1741899930.3693118,6459392,1060.3800048828125
1741899954.1405694,6469632,1061.8800048828125
1741899968.365124,6475776,1071.969970703125
1741899973.0915,6477824,1076.510009765625
1741899982.541756,6481920,1084.760009765625
1741900059.315228,6514688,1035.8900146484375
1741900093.2905304,6529024,1135.4000244140625
1741900112.3350232,6537216,1141.280029296875
1741900146.0990396,6551552,1162.8299560546875
1741900150.8453355,6553600,1168.4200439453125
1741900184.0611064,6567936,1174.530029296875
1741900198.44678,6574080,1178.0
1741900313.8865545,6623232,1167.5400390625
1741900328.345926,6629376,1164.489990234375
1741900362.0076349,6643712,994.989990234375
1741900376.4834201,6649856,997.6199951171875
1741900381.346261,6651904,998.8599853515625
1741900390.9884236,6656000,987.22998046875
1741900395.8246508,6658048,980.2000122070312
1741900429.4529111,6672384,997.9099731445312
1741900439.04598,6676480,1007.22998046875
1741900491.9682562,6699008,978.6300048828125
